event_id,timestamp,user_id,source_asset,target_asset,resource_path,resource_group,action,status,bytes_transferred,sensitivity
X00162,2026-09-07 19:29:53,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/interactions/today/record-2593.json,CRM_BASIC,READ,SUCCESS,32161,Internal
X00163,2026-09-07 19:42:21,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/cases/open/record-1442.json,CRM_BASIC,UPDATE,SUCCESS,4954,Internal
X00164,2026-09-07 19:55:34,nduminga,WKST-SWK-002,DB-CRM-01,/crm/customer/profile/record-1960.json,CRM_BASIC,READ,SUCCESS,21040,Internal
X00165,2026-09-08 06:00:06,kndjavera,WKST-CMP-009,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-3026.json,CUSTOMER_EXPORT,READ,SUCCESS,9707,Restricted
X00166,2026-09-08 06:08:47,mukwambi,WKST-HR-014,FS-FIN-01,/payroll/allowances/record-5652.json,PAYROLL_READ,READ,SUCCESS,6997,Confidential
X00167,2026-09-08 06:09:02,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-9411.json,CUSTOMER_BASIC,UPDATE,SUCCESS,1574,Confidential
X00168,2026-09-08 06:11:22,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/cases/open/record-2237.json,CRM_BASIC,READ,SUCCESS,5988,Internal
X00169,2026-09-08 06:12:07,mhaingura,WKST-CS-017,FS-KYC-01,/customer/contacts/recent/record-6331.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,29135,Confidential
X00170,2026-09-08 06:25:21,nghifindaka,WKST-IT-005,FS-FIN-01,/audit/security/record-1163.json,AUDIT,READ,SUCCESS,19323,Restricted
X00171,2026-09-08 06:25:24,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-3483.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,53303,Confidential
X00172,2026-09-08 06:25:29,nnakale,WKST-CS-006,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-1691.json,CUSTOMER_EXPORT,READ,SUCCESS,3280,Restricted
X00173,2026-09-08 06:32:07,tjirera,WKST-AUD-004,FS-FIN-01,/finance/general-ledger/record-2069.json,FINANCE,LIST,SUCCESS,3979,Confidential
X00174,2026-09-08 06:40:00,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-4939.json,CRM_BASIC,UPDATE,SUCCESS,1395,Internal
X00175,2026-09-08 06:42:13,kndjavera,WKST-CMP-009,FS-KYC-01,/customer/exports/regulatory/record-9536.json,CUSTOMER_EXPORT,DOWNLOAD,SUCCESS,4159,Restricted
X00176,2026-09-08 06:46:59,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/cases/open/record-1813.json,CRM_BASIC,READ,SUCCESS,7452,Internal
X00177,2026-09-08 06:49:42,kndjavera,WKST-CMP-009,FS-KYC-01,/customer/kyc/high-risk/record-7740.json,CUSTOMER_EXPORT,READ,SUCCESS,44235,Restricted
X00178,2026-09-08 06:54:36,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/interactions/today/record-8751.json,CRM_BASIC,LIST,DENIED,4860,Internal
X00179,2026-09-08 06:55:31,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-7917.json,CRM_BASIC,DOWNLOAD,DENIED,75327,Internal
X00180,2026-09-08 06:57:00,haufiku,WKST-SOC-003,FS-FIN-01,/audit/access-reviews/record-7769.json,AUDIT,READ,SUCCESS,7575,Restricted
X00181,2026-09-08 07:04:48,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-2182.json,CUSTOMER_BASIC,READ,SUCCESS,14238,Confidential
X00182,2026-09-08 07:15:03,shapaka,WKST-EXE-002,DB-CRM-01,/crm/customer/profile/record-9943.json,CRM_BASIC,READ,SUCCESS,12603,Internal
X00183,2026-09-08 07:18:49,tkamati,WKST-CS-011,FS-KYC-01,/customer/records/individual/record-4782.json,CUSTOMER_BASIC,LIST,SUCCESS,2714,Confidential
X00184,2026-09-08 07:22:23,nduminga,WKST-SWK-002,FS-KYC-01,/customer/kyc/high-risk/record-2142.json,CUSTOMER_EXPORT,UPDATE,SUCCESS,2421,Restricted
X00185,2026-09-08 07:23:21,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/directory/record-9508.json,IT_ADMIN,READ,SUCCESS,6941,Restricted
X00186,2026-09-08 07:24:01,haufiku,WKST-SOC-003,FS-FIN-01,/audit/security/record-2866.json,AUDIT,LIST,SUCCESS,1189,Restricted
X00187,2026-09-08 07:34:50,nghifindaka,WKST-IT-005,FS-FIN-01,/audit/security/record-3100.json,AUDIT,READ,SUCCESS,14629,Restricted
X00188,2026-09-08 07:38:56,sihuhua,WKST-SWK-008,FS-KYC-01,/customer/records/individual/record-5688.json,CUSTOMER_BASIC,LIST,SUCCESS,204,Confidential
X00189,2026-09-08 07:39:43,tjirera,WKST-AUD-004,FS-FIN-01,/finance/general-ledger/record-2724.json,FINANCE,DOWNLOAD,SUCCESS,1238,Confidential
X00190,2026-09-08 07:40:24,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-6540.json,CUSTOMER_BASIC,UPDATE,SUCCESS,173,Confidential
X00191,2026-09-08 07:41:10,sihuhua,WKST-SWK-008,DB-CRM-01,/crm/customer/profile/record-2691.json,CRM_BASIC,LIST,SUCCESS,4867,Internal
X00192,2026-09-08 07:44:35,murorua,WKST-RSK-006,FS-FIN-01,/audit/security/record-6868.json,AUDIT,READ,SUCCESS,5050,Restricted
X00193,2026-09-08 07:54:53,haufiku,WKST-SOC-003,FS-FIN-01,/audit/access-reviews/record-8316.json,AUDIT,READ,SUCCESS,4109,Restricted
X00194,2026-09-08 08:17:25,ntinda,WKST-MKT-010,DB-CRM-01,/crm/customer/profile/record-8926.json,CRM_BASIC,DOWNLOAD,SUCCESS,16213,Internal
X00195,2026-09-08 08:18:22,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-3086.json,CUSTOMER_BASIC,UPDATE,SUCCESS,1176,Confidential
X00196,2026-09-08 08:20:57,nambala,WKST-SWK-012,FS-KYC-01,/customer/contacts/recent/record-4536.json,CUSTOMER_BASIC,READ,SUCCESS,35809,Confidential
X00197,2026-09-08 08:29:04,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/records/individual/record-8053.json,CUSTOMER_BASIC,READ,SUCCESS,21714,Confidential
X00198,2026-09-08 08:36:53,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-5541.json,CUSTOMER_BASIC,READ,DENIED,12687,Confidential
X00199,2026-09-08 08:39:48,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-3656.json,CUSTOMER_BASIC,READ,SUCCESS,3537,Confidential
X00200,2026-09-08 08:40:24,shapaka,WKST-EXE-002,DB-CRM-01,/crm/customer/profile/record-6304.json,CRM_BASIC,DOWNLOAD,SUCCESS,70228,Internal
X00201,2026-09-08 08:46:04,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/records/individual/record-6071.json,CUSTOMER_BASIC,READ,SUCCESS,10800,Confidential
X00202,2026-09-08 09:03:13,tjirera,WKST-AUD-004,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-9561.json,CUSTOMER_EXPORT,READ,SUCCESS,8555,Restricted
X00203,2026-09-08 09:08:23,mukwambi,WKST-HR-014,FS-HR-01,/hr/leave/record-7850.json,HR,LIST,SUCCESS,3472,Confidential
X00204,2026-09-08 09:08:42,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-3480.json,CUSTOMER_BASIC,LIST,SUCCESS,472,Confidential
X00205,2026-09-08 09:35:39,haufiku,WKST-SOC-003,FS-FIN-01,/audit/access-reviews/record-2691.json,AUDIT,LIST,SUCCESS,4781,Restricted
X00206,2026-09-08 09:40:14,nghifindaka,WKST-IT-005,FS-FIN-01,/admin/server-config/record-3886.json,IT_ADMIN,UPDATE,SUCCESS,101,Restricted
X00207,2026-09-08 09:43:49,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/cases/open/record-3774.json,CRM_BASIC,READ,SUCCESS,16176,Internal
X00208,2026-09-08 09:49:26,nduminga,WKST-SWK-002,FS-KYC-01,/customer/exports/regulatory/record-6484.json,CUSTOMER_EXPORT,READ,DENIED,10865,Restricted
X00209,2026-09-08 09:54:37,kndjavera,WKST-CMP-009,FS-FIN-01,/audit/access-reviews/record-8451.json,AUDIT,LIST,SUCCESS,684,Restricted
X00210,2026-09-08 09:58:53,pnakale,WKST-HR-002,FS-HR-01,/hr/leave/record-8757.json,HR,READ,SUCCESS,9368,Confidential
X00211,2026-09-08 10:04:52,nduminga,WKST-SWK-002,FS-KYC-01,/customer/records/individual/record-9840.json,CUSTOMER_BASIC,READ,SUCCESS,12578,Confidential
X00212,2026-09-08 10:21:57,mukwambi,WKST-HR-014,FS-HR-01,/hr/leave/record-2242.json,HR,UPDATE,SUCCESS,3770,Confidential
X00213,2026-09-08 10:26:47,ndjaba,WKST-OND-004,DB-CRM-01,/crm/interactions/today/record-8643.json,CRM_BASIC,LIST,SUCCESS,4048,Internal
X00214,2026-09-08 10:30:22,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-3277.json,FINANCE,UPDATE,SUCCESS,2974,Confidential
X00215,2026-09-08 10:34:50,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/records/individual/record-2219.json,CUSTOMER_BASIC,READ,SUCCESS,17414,Confidential
X00216,2026-09-08 10:41:03,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-8709.json,CRM_BASIC,READ,SUCCESS,24131,Internal
X00217,2026-09-08 10:48:29,tjirera,WKST-AUD-004,FS-KYC-01,/customer/exports/regulatory/record-4770.json,CUSTOMER_EXPORT,UPDATE,SUCCESS,4118,Restricted
X00218,2026-09-08 10:54:33,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-1410.json,CUSTOMER_BASIC,READ,DENIED,38695,Confidential
X00219,2026-09-08 10:57:00,sihuhua,WKST-SWK-008,DB-CRM-01,/crm/interactions/today/record-7373.json,CRM_BASIC,READ,SUCCESS,36282,Internal
X00220,2026-09-08 11:03:39,mukwambi,WKST-HR-014,FS-FIN-01,/payroll/monthly/2026-08/record-4236.json,PAYROLL_READ,READ,SUCCESS,3259,Confidential
X00221,2026-09-08 11:15:28,mukwambi,WKST-HR-014,FS-FIN-01,/payroll/allowances/record-4513.json,PAYROLL_READ,READ,SUCCESS,9874,Confidential
X00222,2026-09-08 11:20:54,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-3906.json,CRM_BASIC,UPDATE,SUCCESS,594,Internal
X00223,2026-09-08 11:22:09,tkamati,WKST-CS-011,DB-CRM-01,/crm/customer/profile/record-9848.json,CRM_BASIC,READ,SUCCESS,3768,Internal
X00224,2026-09-08 11:36:29,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-1584.json,CRM_BASIC,READ,SUCCESS,10234,Internal
X00225,2026-09-08 11:44:49,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-5086.json,FINANCE,READ,SUCCESS,12480,Confidential
X00226,2026-09-08 11:47:29,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-3382.json,CUSTOMER_BASIC,UPDATE,SUCCESS,4468,Confidential
X00227,2026-09-08 11:48:47,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/records/individual/record-1417.json,CUSTOMER_BASIC,READ,SUCCESS,28389,Confidential
X00228,2026-09-08 11:48:48,tjirera,WKST-AUD-004,FS-KYC-01,/customer/exports/regulatory/record-1305.json,CUSTOMER_EXPORT,READ,SUCCESS,34541,Restricted
X00229,2026-09-08 11:49:35,pnakale,WKST-HR-002,FS-HR-01,/hr/disciplinary/record-4485.json,HR_CONFIDENTIAL,UPDATE,SUCCESS,1828,Restricted
X00230,2026-09-08 11:53:43,tshivute,WKST-FIN-004,FS-FIN-01,/payroll/monthly/2026-08/record-5422.json,PAYROLL_READ,UPDATE,SUCCESS,2372,Confidential
X00231,2026-09-08 12:02:32,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-9046.json,CUSTOMER_BASIC,READ,SUCCESS,16146,Confidential
X00232,2026-09-08 12:04:10,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/server-config/record-5184.json,IT_ADMIN,READ,SUCCESS,1776,Restricted
X00233,2026-09-08 12:04:35,shilongo,WKST-LOAN-018,FS-KYC-01,/customer/contacts/recent/record-7459.json,CUSTOMER_BASIC,UPDATE,SUCCESS,3107,Confidential
X00234,2026-09-08 12:05:34,ntinda,WKST-MKT-010,DB-CRM-01,/crm/customer/profile/record-2746.json,CRM_BASIC,UPDATE,SUCCESS,3482,Internal
X00235,2026-09-08 12:10:44,pnakale,WKST-HR-002,FS-HR-01,/hr/leave/record-9538.json,HR,READ,SUCCESS,4189,Confidential
X00236,2026-09-08 12:15:10,nghifindaka,WKST-IT-005,FS-FIN-01,/admin/directory/record-8425.json,IT_ADMIN,READ,SUCCESS,33171,Restricted
X00237,2026-09-08 12:15:57,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-1788.json,CRM_BASIC,LIST,SUCCESS,3459,Internal
X00238,2026-09-08 12:20:48,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-2820.json,CRM_BASIC,READ,SUCCESS,8531,Internal
X00239,2026-09-08 12:22:50,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/interactions/today/record-9224.json,CRM_BASIC,UPDATE,SUCCESS,1269,Internal
X00240,2026-09-08 12:27:20,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-4593.json,FINANCE,READ,SUCCESS,30301,Confidential
X00241,2026-09-08 12:29:58,mukwambi,WKST-HR-014,FS-HR-01,/hr/leave/record-6825.json,HR,DOWNLOAD,SUCCESS,9841,Confidential
X00242,2026-09-08 12:34:26,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-7279.json,FINANCE,READ,SUCCESS,1225,Confidential
X00243,2026-09-08 12:45:46,amupanda,WKST-CMP-003,FS-HR-01,/hr/disciplinary/record-3191.json,HR_CONFIDENTIAL,READ,SUCCESS,6958,Restricted
X00244,2026-09-08 12:46:01,sihuhua,WKST-SWK-008,FS-KYC-01,/customer/records/individual/record-9248.json,CUSTOMER_BASIC,READ,SUCCESS,6219,Confidential
X00245,2026-09-08 12:50:53,nnakale,WKST-CS-006,FS-KYC-01,/customer/exports/regulatory/record-4636.json,CUSTOMER_EXPORT,READ,SUCCESS,3402,Restricted
X00246,2026-09-08 13:12:24,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/customer/profile/record-6284.json,CRM_BASIC,LIST,SUCCESS,3016,Internal
X00247,2026-09-08 13:28:11,amupanda,WKST-CMP-003,FS-HR-01,/hr/terminations/record-5010.json,HR_CONFIDENTIAL,READ,SUCCESS,18553,Restricted
X00248,2026-09-08 13:28:33,nduminga,WKST-SWK-002,FS-KYC-01,/customer/contacts/recent/record-5957.json,CUSTOMER_BASIC,READ,SUCCESS,4100,Confidential
X00249,2026-09-08 13:34:34,sihuhua,WKST-SWK-008,DB-CRM-01,/crm/customer/profile/record-3171.json,CRM_BASIC,DOWNLOAD,SUCCESS,5790,Internal
X00250,2026-09-08 13:38:30,ndjaba,WKST-OND-004,FS-KYC-01,/customer/contacts/recent/record-3584.json,CUSTOMER_BASIC,READ,SUCCESS,6521,Confidential
X00251,2026-09-08 14:07:46,ntinda,WKST-MKT-010,DB-CRM-01,/crm/interactions/today/record-3043.json,CRM_BASIC,READ,SUCCESS,6614,Internal
X00252,2026-09-08 14:11:56,mhaingura,WKST-CS-017,FS-KYC-01,/customer/records/individual/record-1831.json,CUSTOMER_BASIC,READ,DENIED,3985,Confidential
X00253,2026-09-08 14:18:11,tjirera,WKST-AUD-004,FS-FIN-01,/finance/budgets/2026/record-1606.json,FINANCE,UPDATE,SUCCESS,4385,Confidential
X00254,2026-09-08 14:18:54,ndjaba,WKST-OND-004,DB-CRM-01,/crm/customer/profile/record-2484.json,CRM_BASIC,READ,SUCCESS,5187,Internal
X00255,2026-09-08 14:20:09,tshivute,WKST-FIN-004,FS-FIN-01,/payroll/monthly/2026-08/record-5343.json,PAYROLL_READ,READ,SUCCESS,25559,Confidential
X00256,2026-09-08 14:24:35,tshivute,WKST-FIN-004,FS-FIN-01,/payroll/allowances/record-9365.json,PAYROLL_READ,LIST,SUCCESS,3305,Confidential
X00257,2026-09-08 14:39:06,tjirera,WKST-AUD-004,FS-KYC-01,/customer/exports/regulatory/record-8231.json,CUSTOMER_EXPORT,READ,SUCCESS,11604,Restricted
X00258,2026-09-08 14:39:44,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/records/individual/record-6734.json,CUSTOMER_BASIC,READ,SUCCESS,5939,Confidential
X00259,2026-09-08 14:42:33,shapaka,WKST-EXE-002,DB-CRM-01,/crm/cases/open/record-4960.json,CRM_BASIC,READ,SUCCESS,2611,Internal
X00260,2026-09-08 14:44:32,tjirera,WKST-AUD-004,FS-KYC-01,/customer/kyc/high-risk/record-6583.json,CUSTOMER_EXPORT,READ,SUCCESS,4176,Restricted
X00261,2026-09-08 14:47:29,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/records/individual/record-8968.json,CUSTOMER_BASIC,READ,SUCCESS,4210,Confidential
X00262,2026-09-08 15:02:37,tkamati,WKST-CS-011,FS-KYC-01,/customer/contacts/recent/record-9847.json,CUSTOMER_BASIC,LIST,SUCCESS,620,Confidential
X00263,2026-09-08 15:06:53,nghifindaka,WKST-IT-005,FS-FIN-01,/audit/security/record-3788.json,AUDIT,LIST,SUCCESS,4753,Restricted
X00264,2026-09-08 15:19:03,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/directory/record-6610.json,IT_ADMIN,READ,SUCCESS,6634,Restricted
X00265,2026-09-08 15:24:58,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/cases/open/record-7556.json,CRM_BASIC,READ,SUCCESS,9427,Internal
X00266,2026-09-08 15:34:38,nduminga,WKST-SWK-002,FS-KYC-01,/customer/records/individual/record-8899.json,CUSTOMER_BASIC,READ,SUCCESS,10296,Confidential
X00267,2026-09-08 15:34:52,haufiku,WKST-SOC-003,FS-FIN-01,/audit/security/record-6666.json,AUDIT,READ,SUCCESS,18280,Restricted
X00268,2026-09-08 15:38:44,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-8270.json,AUDIT,DOWNLOAD,SUCCESS,9034,Restricted
X00269,2026-09-08 15:44:20,ntinda,WKST-MKT-010,DB-CRM-01,/crm/cases/open/record-1086.json,CRM_BASIC,LIST,SUCCESS,1873,Internal
X00270,2026-09-08 15:46:18,mhaingura,WKST-CS-017,DB-CRM-01,/crm/customer/profile/record-7571.json,CRM_BASIC,READ,SUCCESS,6744,Internal
X00271,2026-09-08 15:48:30,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-9655.json,CUSTOMER_BASIC,READ,SUCCESS,3139,Confidential
X00272,2026-09-08 15:58:46,tjirera,WKST-AUD-004,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-4040.json,CUSTOMER_EXPORT,READ,SUCCESS,5789,Restricted
X00273,2026-09-08 16:00:56,murorua,WKST-RSK-006,FS-FIN-01,/audit/security/record-1103.json,AUDIT,READ,SUCCESS,6533,Restricted
X00274,2026-09-08 16:03:53,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/interactions/today/record-6919.json,CRM_BASIC,READ,SUCCESS,6224,Internal
X00275,2026-09-08 16:18:34,nduminga,WKST-SWK-002,FS-KYC-01,/customer/exports/regulatory/record-1570.json,CUSTOMER_EXPORT,LIST,SUCCESS,2779,Restricted
X00276,2026-09-08 16:24:51,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-1423.json,CUSTOMER_BASIC,READ,SUCCESS,16474,Confidential
X00277,2026-09-08 16:35:32,amupanda,WKST-CMP-003,FS-FIN-01,/audit/security/record-7804.json,AUDIT,READ,SUCCESS,21703,Restricted
X00278,2026-09-08 16:35:51,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-3132.json,CUSTOMER_BASIC,READ,SUCCESS,36081,Confidential
X00279,2026-09-08 16:44:17,nduminga,WKST-SWK-002,DB-CRM-01,/crm/interactions/today/record-2736.json,CRM_BASIC,LIST,SUCCESS,3405,Internal
X00280,2026-09-08 16:46:08,tshivute,WKST-FIN-004,FS-FIN-01,/payroll/allowances/record-2170.json,PAYROLL_READ,UPDATE,SUCCESS,1948,Confidential
X00281,2026-09-08 16:46:17,amupanda,WKST-CMP-003,FS-FIN-01,/audit/access-reviews/record-1703.json,AUDIT,UPDATE,SUCCESS,3663,Restricted
X00282,2026-09-08 16:49:03,ndjaba,WKST-OND-004,DB-CRM-01,/crm/interactions/today/record-4665.json,CRM_BASIC,LIST,SUCCESS,3934,Internal
X00283,2026-09-08 16:51:54,ndjaba,WKST-OND-004,FS-KYC-01,/customer/records/individual/record-9482.json,CUSTOMER_BASIC,READ,SUCCESS,4285,Confidential
X00284,2026-09-08 16:56:22,haufiku,WKST-SOC-003,FS-FIN-01,/audit/security/record-7851.json,AUDIT,DOWNLOAD,SUCCESS,24055,Restricted
X00285,2026-09-08 17:05:47,pnakale,WKST-HR-002,FS-FIN-01,/payroll/monthly/2026-08/record-1341.json,PAYROLL_READ,READ,SUCCESS,19272,Confidential
X00286,2026-09-08 17:05:58,mhaingura,WKST-CS-017,FS-KYC-01,/customer/records/individual/record-1356.json,CUSTOMER_BASIC,LIST,SUCCESS,2393,Confidential
X00287,2026-09-08 17:06:20,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/records/individual/record-7499.json,CUSTOMER_BASIC,READ,SUCCESS,17437,Confidential
X00288,2026-09-08 17:08:25,kndjavera,WKST-CMP-009,FS-KYC-01,/customer/kyc/high-risk/record-8678.json,CUSTOMER_EXPORT,READ,SUCCESS,20802,Restricted
X00289,2026-09-08 17:10:35,nnakale,WKST-CS-006,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-1716.json,CUSTOMER_EXPORT,READ,SUCCESS,22058,Restricted
X00290,2026-09-08 17:14:38,jkavari,WKST-FIN-021,FS-FIN-01,/finance/budgets/2026/record-2673.json,FINANCE,UPDATE,SUCCESS,3136,Confidential
X00291,2026-09-08 17:44:35,tjirera,WKST-AUD-004,FS-HR-01,/hr/leave/record-3966.json,HR,READ,SUCCESS,10460,Confidential
X00292,2026-09-08 17:45:01,mhaingura,WKST-CS-017,DB-CRM-01,/crm/customer/profile/record-8701.json,CRM_BASIC,DOWNLOAD,SUCCESS,14445,Internal
X00293,2026-09-08 17:48:46,tjirera,WKST-AUD-004,FS-FIN-01,/audit/security/record-8528.json,AUDIT,READ,SUCCESS,11968,Restricted
X00294,2026-09-08 17:55:49,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-6547.json,CUSTOMER_BASIC,READ,SUCCESS,5765,Confidential
X00295,2026-09-08 18:05:39,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-2114.json,AUDIT,LIST,SUCCESS,4722,Restricted
X00296,2026-09-08 18:16:43,murorua,WKST-RSK-006,FS-FIN-01,/audit/access-reviews/record-7709.json,AUDIT,DOWNLOAD,SUCCESS,40566,Restricted
X00297,2026-09-08 18:25:01,shapaka,WKST-EXE-002,DB-CRM-01,/crm/cases/open/record-4801.json,CRM_BASIC,DOWNLOAD,SUCCESS,11038,Internal
X00298,2026-09-08 18:31:27,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/records/individual/record-9183.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,4186,Confidential
X00299,2026-09-08 18:41:38,pnakale,WKST-HR-002,FS-HR-01,/hr/recruitment/record-4391.json,HR,DOWNLOAD,SUCCESS,586,Confidential
X00300,2026-09-08 18:47:05,murorua,WKST-RSK-006,FS-FIN-01,/audit/security/record-8383.json,AUDIT,READ,SUCCESS,10086,Restricted
X00301,2026-09-08 18:59:02,shapaka,WKST-EXE-002,DB-CRM-01,/crm/customer/profile/record-4987.json,CRM_BASIC,READ,SUCCESS,22858,Internal
X00302,2026-09-08 19:00:43,haufiku,WKST-SOC-003,FS-FIN-01,/audit/access-reviews/record-6064.json,AUDIT,LIST,SUCCESS,1643,Restricted
X00303,2026-09-08 19:03:26,jkavari,WKST-FIN-021,FS-FIN-01,/finance/general-ledger/record-6860.json,FINANCE,UPDATE,SUCCESS,2398,Confidential
X00304,2026-09-08 19:05:53,nghifindaka,WKST-IT-005,FS-FIN-01,/audit/security/record-5250.json,AUDIT,READ,SUCCESS,3010,Restricted
X00305,2026-09-08 19:13:47,nghifindaka,WKST-IT-005,FS-FIN-01,/admin/directory/record-1722.json,IT_ADMIN,READ,SUCCESS,1442,Restricted
X00306,2026-09-08 19:16:24,amupanda,WKST-CMP-003,FS-HR-01,/hr/disciplinary/record-4938.json,HR_CONFIDENTIAL,UPDATE,SUCCESS,1085,Restricted
X00307,2026-09-08 19:26:10,kndjavera,WKST-CMP-009,FS-KYC-01,/customer/kyc/exports/2026-Q3/record-9665.json,CUSTOMER_EXPORT,READ,SUCCESS,2723,Restricted
X00308,2026-09-08 19:30:28,murorua,WKST-RSK-006,FS-FIN-01,/audit/security/record-4586.json,AUDIT,READ,SUCCESS,29579,Restricted
X00309,2026-09-08 19:30:58,nambala,WKST-SWK-012,FS-KYC-01,/customer/records/individual/record-5163.json,CUSTOMER_BASIC,DOWNLOAD,SUCCESS,16068,Confidential
X00310,2026-09-08 19:32:49,mbandeka,WKST-LGL-005,FS-KYC-01,/customer/contacts/recent/record-8976.json,CUSTOMER_BASIC,LIST,SUCCESS,1313,Confidential
X00311,2026-09-08 19:41:35,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/server-config/record-8514.json,IT_ADMIN,DOWNLOAD,SUCCESS,5900,Restricted
X00312,2026-09-08 19:42:10,tjirera,WKST-AUD-004,FS-FIN-01,/audit/security/record-1895.json,AUDIT,READ,DENIED,4568,Restricted
X00313,2026-09-08 19:44:07,sankwasa,WKST-PRC-008,DB-CRM-01,/crm/cases/open/record-5403.json,CRM_BASIC,READ,SUCCESS,16608,Internal
X00314,2026-09-08 19:47:04,ndjaba,WKST-OND-004,FS-KYC-01,/customer/contacts/recent/record-2256.json,CUSTOMER_BASIC,UPDATE,SUCCESS,781,Confidential
X00315,2026-09-08 19:48:43,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/server-config/record-4726.json,IT_ADMIN,UPDATE,DENIED,4157,Restricted
X00316,2026-09-08 19:53:42,ndjaba,WKST-OND-004,FS-KYC-01,/customer/contacts/recent/record-4459.json,CUSTOMER_BASIC,READ,SUCCESS,8432,Confidential
X00317,2026-09-08 19:56:41,hamukwaya,WKST-TRY-007,DB-CRM-01,/crm/cases/open/record-8838.json,CRM_BASIC,DOWNLOAD,SUCCESS,8296,Internal
X00318,2026-09-08 19:58:44,nghifindaka,WKST-IT-005,FS-FIN-01,/admin/directory/record-6605.json,IT_ADMIN,READ,SUCCESS,8538,Restricted
X00319,2026-09-09 06:05:56,ndjaba,WKST-OND-004,FS-KYC-01,/customer/contacts/recent/record-7096.json,CUSTOMER_BASIC,READ,SUCCESS,77752,Confidential
X00320,2026-09-09 06:11:20,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/directory/record-8342.json,IT_ADMIN,UPDATE,SUCCESS,1924,Restricted
X00321,2026-09-09 06:15:32,katjiuongua,WKST-IT-012,FS-FIN-01,/admin/server-config/record-7333.json,IT_ADMIN,READ,SUCCESS,12349,Restricted
